Brand,Model Name,Model Variant,Car Type,Transmission,Fuel Type,Kilometers,Owner,State,Accidental,Car_Age,KM_Per_Year,Price,Predicted_Price_INR,Is_Fraudulent_Deviance,fraud_score,is_anomaly,price_deviation_pct
Maruti Suzuki,Celerio,V,Hatchback,1,Petrol,23306,2,Gujarat,0,11,2118.7272727272725,670824,874882.2,0,16.326853294175677,0,-23.324076134536686
Honda,Jazz,V,Sedan,0,Diesel,162673,2,Karnataka,0,14,11619.5,644869,433623.62,0,34.10140822008948,0,48.71629745727069
Ford,EcoSport,Sports,SUV,0,Petrol,84365,1,Delhi,0,11,7669.545454545455,844074,815397.2,0,2.4618393413332686,0,3.5169133447618126
Tata,Altroz,XZA+,Hatchback,0,CNG,129395,1,Maharashtra,0,4,32348.75,1254000,895321.5,0,28.042993494515652,0,40.06141927787951
Maruti Suzuki,Alto,ZX,Hatchback,0,Petrol,83794,2,Maharashtra,0,22,3808.818181818182,750364,588642.3,0,19.231573885541906,0,27.473676979345584
Nissan,Sunny,XV Premium,Sedan,1,Diesel,73239,1,Maharashtra,0,11,6658.090909090909,490031,783621.4,0,26.22609196947952,0,-37.46584567068503
Toyota,Glanza,G,Hatchback,1,Electric,115800,1,Haryana,0,6,19300.0,948337,953094.8,0,0.34943729693209297,0,-0.49919613847441857
Hyundai,i10,Magna,Hatchback,0,Electric,158685,2,Tamil Nadu,0,15,10579.0,527076,515931.4,0,1.5120644974304662,0,2.1600921391863803
Tata,Harrier,XE,SUV,1,CNG,58408,2,West Bengal,0,3,19469.33333333333,554436,1.0675044e+06,1,73.64368998487711,1,-48.06241426411016
Volkswagen,Polo,Comfortline,Hatchback,1,Diesel,24523,1,Maharashtra,0,15,1634.8666666666666,1131350,844320.94,0,23.79667906198287,0,33.99525580283267
Maruti Suzuki,Swift,V,Sedan,0,Electric,154720,2,Maharashtra,0,14,11051.42857142857,166907,478912.97,0,35.0,0,-65.1487825782542
Renault,Kwid,RXE,Hatchback,0,Diesel,101880,2,Delhi,0,5,20376.0,1234200,859928.0,0,30.466550687964567,0,43.523643839949386
Maruti Suzuki,Dzire,Z,Sedan,1,Diesel,63326,1,Punjab,0,8,7915.75,634813,694101.6,0,5.9792451141430485,0,-8.54177873449007
Mahindra,Bolero,AX5,SUV,0,Diesel,16989,1,Rajasthan,0,21,809.0,768075,621415.9,0,16.52056080800961,0,23.600801154299443
Maruti Suzuki,Dzire,L,Sedan,1,Petrol,97790,2,Odisha,0,10,9779.0,868280,599150.56,0,31.442949075091622,0,44.91849867870232
Maruti Suzuki,Ertiga,ZX,MPV,0,Petrol,66846,2,Karnataka,0,5,13369.2,1364299,1.0296569e+06,0,22.75024750356763,0,32.500353576525185
Maruti Suzuki,Celerio,L,Hatchback,0,Diesel,124553,1,Delhi,0,8,15569.125,776160,640893.56,0,14.774139075550474,0,21.105912965072108
Hyundai,Creta,Magna,SUV,0,Diesel,105154,1,Himachal Pradesh,0,3,35051.333333333336,748125,862862.5,0,9.30811687841342,0,-13.297309826304888
Maruti Suzuki,WagonR,V,Hatchback,0,Petrol,157092,2,Tamil Nadu,0,19,8268.0,279510,448864.97,0,26.41072179349037,0,-37.7296025621291
Maruti Suzuki,Celerio,Z,Hatchback,0,Diesel,27776,1,Karnataka,0,10,2777.6,485100,923227.1,0,33.21923492011784,0,-47.456049885882635
Hyundai,Grand i10,SX(O),Hatchback,0,Petrol,105752,3,Delhi,0,12,8812.666666666666,340312,394761.12,0,9.65505088678628,0,-13.792929838266115
Maruti Suzuki,WagonR,Base,Hatchback,0,Diesel,21401,1,Karnataka,0,7,3057.285714285714,539000,895455.2,0,27.865004830294758,0,-39.80714975756394
Maruti Suzuki,S-Presso,Base,Hatchback,0,Diesel,102524,1,Odisha,0,5,20504.8,855000,807028.9,0,4.160915246062292,0,5.944164637231846
Maruti Suzuki,Ertiga,Z,MPV,0,Petrol,83759,1,Gujarat,0,11,7614.454545454545,351697,818107.2,0,35.0,0,-57.010889847487135
Hyundai,Venue,SX(O),SUV,0,Petrol,170519,2,Maharashtra,0,3,56839.66666666666,1067220,879026.4,0,14.986528419013592,0,21.409326312876562
Ford,Endeavour,Sports,SUV,1,Petrol,62961,1,Delhi,0,11,5723.727272727273,1392722,882643.4,0,35.0,0,57.78988880984917
Hyundai,Creta,Magna,SUV,0,Petrol,58575,1,Rajasthan,0,6,9762.5,1041390,981492.25,0,4.271905865787529,0,6.102722665410756
Mahindra,Bolero,W8(O),SUV,0,Diesel,45928,1,West Bengal,0,15,3061.866666666667,1079925,721868.06,0,34.721006409671986,0,49.601437728102844
Volkswagen,Polo,Trendline,Hatchback,0,Diesel,105862,1,Maharashtra,1,9,11762.444444444443,606265,453934.62,0,23.4904447969793,0,33.557778281399
Maruti Suzuki,WagonR,Base,Hatchback,0,Petrol,71811,1,Delhi,0,23,3122.217391304348,473715,602046.1,0,14.921080589963102,0,-21.315829414233004
Maruti Suzuki,S-Presso,Base,Hatchback,1,Diesel,174466,2,Delhi,0,3,58155.333333333336,319440,1.0177606e+06,0,35.0,0,-68.61344483630421
Honda,Brio,VX,Hatchback,0,Petrol,96805,2,Maharashtra,0,13,7446.538461538462,555825,513673.38,0,5.744143834591388,0,8.205919763701983
Ford,Figo,Trend,Sedan,0,Diesel,154823,1,Maharashtra,0,11,14074.818181818182,493762,623651.75,0,14.579102038918354,0,-20.82728862702622
Hyundai,Aura,Magna,Sedan,0,Diesel,142855,2,Karnataka,0,4,35713.75,206910,779378.2,0,35.0,0,-73.45191290717256
Ford,Endeavour,Ambiente,SUV,0,Hybrid,126887,1,Telangana,0,6,21147.83333333333,1455300,1.082301e+06,0,24.124462603286883,0,34.46351800469555
Honda,Brio,S,Hatchback,0,Petrol,99271,1,Karnataka,0,8,12408.875,1004850,760990.75,0,22.431478306405168,0,32.04496900915024
Tata,Harrier,XZ,SUV,0,Petrol,32258,1,West Bengal,0,6,5376.333333333333,1732500,1.3727565e+06,0,18.34414552034538,0,26.20592217192197
Maruti Suzuki,Alto,Base,Hatchback,0,Diesel,145551,2,Maharashtra,0,19,7660.578947368421,439230,450945.97,0,1.818660924663161,0,-2.5980870352330876
Toyota,Glanza,E,Hatchback,0,Diesel,31990,1,Karnataka,0,5,6398.0,880000,1.2181276e+06,0,19.430586142400305,0,-27.75798020342901
Maruti Suzuki,S-Presso,ZX,Hatchback,0,Petrol,69860,2,Maharashtra,0,7,9980.0,1146011,759423.7,0,35.0,0,50.90535347569074
Maruti Suzuki,Alto,L,Hatchback,0,Petrol,24732,1,North East,0,11,2248.3636363636365,1085280,708322.06,0,35.0,0,53.218437975733664
Hyundai,Verna,Sportz,Sedan,0,Petrol,115703,1,Jammu & Kashmir,0,7,16529.0,900243,565363.1,0,35.0,0,59.23270552885811
Hyundai,Aura,Era,Sedan,0,CNG,72742,2,West Bengal,0,6,12123.666666666666,228014,900686.8,0,35.0,0,-74.68443005542507
Maruti Suzuki,Baleno,V,Hatchback,0,Diesel,40354,2,Rajasthan,0,3,13451.333333333334,1086800,1.0007235e+06,0,6.020998807362872,0,8.601426867661246
Maruti Suzuki,WagonR,L,Hatchback,0,Petrol,140105,1,Karnataka,0,6,23350.83333333333,633600,912292.3,0,21.384003359120708,0,-30.548576227315298
Toyota,Fortuner,VX,SUV,1,Petrol,24085,2,Telangana,0,17,1416.764705882353,1168351,718048.8,1,60.0,1,62.71191869703148
Hyundai,Creta,Sportz,SUV,1,Electric,149611,2,Maharashtra,0,10,14961.1,645668,816345.25,0,14.635238583185238,0,-20.907483690264627
Renault,Kwid,RXT,Hatchback,1,Petrol,27105,2,West Bengal,0,10,2710.5,1267112,905097.8,0,27.998071341046355,0,39.997244772923366
Hyundai,Aura,Asta,Sedan,1,Petrol,172871,2,Punjab,0,5,34574.2,393129,724740.2,0,32.029109914647854,0,-45.7558713066398
Toyota,Innova,G+,MPV,0,Petrol,147434,3,Haryana,1,19,7759.684210526316,319887,257749.66,1,56.87534379592407,1,24.107633994177245
Honda,Jazz,ZX,Sedan,1,Petrol,130276,1,West Bengal,0,9,14475.111111111111,391059,761460.56,0,34.050495392530586,0,-48.64356484647227
Chevrolet,Spark,LTZ,Hatchback,0,Diesel,112981,1,Tamil Nadu,0,11,10271.0,231000,581708.06,0,35.0,0,-60.28935906316409
Volkswagen,Vento,GT,Sedan,0,Diesel,164846,2,Delhi,0,13,12680.46153846154,265534,443269.2,0,28.067511741947996,0,-40.09644534564
Maruti Suzuki,Swift,V,Sedan,1,Diesel,148061,2,Tamil Nadu,0,17,8709.470588235294,751083,453934.2,0,35.0,0,65.4607695746644
Honda,City,ZX,Sedan,1,Petrol,42765,1,West Bengal,0,12,3563.75,1297325,905773.7,1,55.25986761731804,1,43.22838231045434
Maruti Suzuki,Celerio,ZX,Hatchback,0,Petrol,148000,1,Gujarat,0,9,16444.444444444445,1185030,721332.5,0,35.0,0,64.28346151046847
Skoda,Octavia,Active,Sedan,0,Petrol,14413,2,Jharkhand,0,25,576.52,349448,485877.72,1,44.65531643860753,1,-28.07902348372504
Toyota,Fortuner,V,SUV,0,Petrol,100347,2,Tamil Nadu,0,13,7719.0,167706,504879.1,0,35.0,0,-66.78293831611046
Honda,Jazz,VX,Sedan,0,Diesel,171353,3,Delhi,0,17,10079.588235294115,420285,371344.8,0,9.225423406177242,0,13.17917629453892
Hyundai,Venue,Sportz,SUV,0,Diesel,25573,1,Punjab,0,5,5114.6,1296750,1.1592292e+06,0,8.30418357714835,0,11.863119395926216
Hyundai,Creta,Base,SUV,0,Diesel,100215,1,Maharashtra,0,3,33405.0,1039500,1.00122206e+06,0,2.6761851594735506,0,3.823121656390787
Hyundai,Creta,SX,SUV,0,Diesel,117775,2,Delhi,0,8,14721.875,320166,618383.8,0,33.757751178197275,0,-48.22535882599611
Hyundai,Verna,Era,Sedan,0,Diesel,135854,3,Madhya Pradesh,0,20,6792.7,167526,320054.3,0,33.359906297153856,0,-47.657008995934085
Honda,Jazz,ZX,Sedan,1,Petrol,53678,1,Maharashtra,0,5,10735.6,540035,1.1989541e+06,0,35.0,0,-54.957826263786366
Hyundai,Aura,Base,Sedan,0,Petrol,49102,2,Uttar Pradesh,0,3,16367.333333333334,714780,912001.8,0,15.13760903298643,0,-21.62515576140919
Hyundai,i20,Era,Hatchback,0,Diesel,147587,1,Delhi,0,5,29517.4,990000,948035.75,0,3.09850920706313,0,4.4264417243759
Honda,Jazz,VX,Sedan,1,Petrol,146420,2,Karnataka,0,7,20917.14285714286,690389,607345.25,0,9.571265272923432,0,13.67323610417633
Maruti Suzuki,WagonR,Base,Hatchback,0,Petrol,150516,1,Gujarat,0,6,25086.0,247500,960038.06,0,35.0,0,-74.21977214575281
Toyota,Urban Cruiser,E,SUV,0,Petrol,82614,1,Rajasthan,0,6,13769.0,607477,1.0491412e+06,0,29.468384261890378,0,-42.097691802700545
Volkswagen,Ameo,Highline+,Sedan,0,Petrol,141555,1,Maharashtra,0,8,17694.375,164587,622687.25,0,35.0,0,-73.568272033834
Ford,EcoSport,Sports,SUV,0,Diesel,176348,1,Punjab,0,9,19594.222222222223,890268,631361.4,0,28.705372972808167,0,41.00767567544024
Hyundai,Creta,Era,SUV,0,Petrol,46785,2,Maharashtra,1,8,5848.125,323390,551382.4,0,28.944462089489164,0,-41.349231556413095
Ford,EcoSport,Titanium+,SUV,0,Diesel,116733,1,Gujarat,0,9,12970.333333333334,303187,693707.06,0,35.0,0,-56.29466436346105
Maruti Suzuki,Swift,V,Sedan,0,Diesel,20704,1,Uttar Pradesh,0,18,1150.2222222222222,843837,593646.94,0,29.501212368336354,0,42.14458909762337
Maruti Suzuki,Swift,Base,Sedan,0,Petrol,109571,2,Tamil Nadu,0,21,5217.666666666667,227601,439349.7,0,33.73715413192367,0,-48.195934474176674
Mahindra,Bolero,W6,SUV,0,Petrol,112294,2,Tamil Nadu,1,20,5614.7,112369,328188.16,0,35.0,0,-65.7607997546377
Toyota,Urban Cruiser,G+,SUV,0,Petrol,117281,1,West Bengal,0,5,23456.2,346500,993045.44,0,35.0,0,-65.10733679293502
Ford,Aspire,Trend+,Sedan,0,Diesel,86607,1,Delhi,0,5,17321.4,545490,1.03858e+06,0,33.23412736621155,0,-47.477324808873654
Maruti Suzuki,Ignis,ZX,Hatchback,0,Diesel,171302,1,West Bengal,0,3,57100.66666666666,980100,1.1254951e+06,0,9.042827928730478,0,-12.918325612472112
Maruti Suzuki,Swift,ZX,Sedan,0,Petrol,42158,2,Gujarat,0,19,2218.842105263158,1037860,651564.75,0,35.0,0,59.2873156505167
Hyundai,i20,Era,Hatchback,0,Diesel,37155,1,Karnataka,0,4,9288.75,2090000,1.2611888e+06,0,35.0,0,65.71667008605968
Toyota,Etios,E,Sedan,0,Hybrid,151312,2,Maharashtra,0,13,11639.384615384615,358471,488917.12,0,18.67643468205373,0,-26.680620974362473
Maruti Suzuki,Ertiga,ZX,MPV,0,Petrol,130250,3,Punjab,0,12,10854.166666666666,190451,362392.2,0,33.21231400718317,0,-47.44616286740453
Honda,WR-V,ZX,SUV,1,Hybrid,80955,2,Telangana,0,9,8995.0,772125,863938.5,0,7.43912327092727,0,-10.62731895846753
MG,ZS EV,Super,Luxury,0,Diesel,23893,1,Maharashtra,1,5,4778.6,947465,928051.75,1,41.46427987447898,1,2.0918283921128324
Mahindra,Bolero,W11,SUV,0,CNG,176944,3,Delhi,0,13,13611.076923076924,678923,417628.62,0,35.0,0,62.56620340619612
Maruti Suzuki,Baleno,Base,Hatchback,0,Petrol,125618,1,Gujarat,0,6,20936.33333333333,577500,953503.6,0,27.603726991599007,0,-39.433895702284296
Maruti Suzuki,Dzire,Base,Sedan,1,Petrol,13999,2,Karnataka,0,13,1076.8461538461538,1001444,623626.6,0,35.0,0,60.5839070774119
Hyundai,Verna,Asta,Sedan,0,Petrol,60609,2,West Bengal,0,17,3565.235294117647,264017,522953.38,0,34.65996610118445,0,-49.51423728740636
Maruti Suzuki,Celerio,L,Hatchback,0,Diesel,113986,1,Karnataka,0,3,37995.333333333336,1108800,877038.75,0,18.4978001257071,0,26.425428751010145
Maruti Suzuki,Alto,Base,Hatchback,0,Diesel,34987,2,Maharashtra,0,11,3180.6363636363635,813120,765020.2,0,4.401173890590959,0,6.287391272272799
Kia,Carens,HTE,MPV,0,Petrol,73964,1,Karnataka,0,4,18491.0,1244100,1.1669176e+06,0,4.62994656542273,0,6.61420937917533
Maruti Suzuki,Dzire,Z,Sedan,0,CNG,19975,1,Andhra Pradesh,0,6,3329.1666666666665,1260341,979673.44,0,20.054365692649494,0,28.64909384664214
Tata,Altroz,XM,Hatchback,1,Diesel,165577,1,Delhi,0,4,41394.25,1724250,1.02604775e+06,1,75.0,1,68.04773462053788
Maruti Suzuki,Swift,V,Sedan,0,Petrol,102380,3,Uttarakhand,0,20,5119.0,502579,324663.97,0,35.0,0,54.79974631462704
Kia,Carens,HTX,MPV,1,Diesel,107885,1,Uttar Pradesh,0,4,26971.25,470250,976826.6,1,75.0,1,-51.85942029374967
Mahindra,Scorpio,W10,SUV,0,Petrol,122666,1,Odisha,0,10,12266.6,576056,607719.94,0,3.647199126159984,0,-5.210284465942834
BMW,3 Series,M Sport,Luxury,0,Petrol,150404,3,Kerala,0,19,7916.0,355626,347411.0,0,1.6552440769002708,0,2.3646343955718154
Maruti Suzuki,Baleno,Z,Hatchback,0,Petrol,64689,1,Kerala,0,10,6468.9,364486,689558.0,0,32.99945762357916,0,-47.1420823193988
Kia,Sonet,HTK+,SUV,0,Diesel,175386,1,Maharashtra,0,5,35077.2,259875,982939.5,0,35.0,0,-73.56144503298523
Toyota,Etios,G+,Sedan,0,Petrol,155287,2,Delhi,1,9,17254.11111111111,504881,399119.25,0,18.549149157801835,0,26.49878451114548
Hyundai,Creta,Base,SUV,0,CNG,177354,1,Uttar Pradesh,0,11,16123.09090909091,398002,573994.5,0,21.462705653102947,0,-30.661008075861357
Maruti Suzuki,WagonR,Z,Hatchback,1,Petrol,150413,2,Telangana,1,6,25068.83333333333,1214236,648972.75,0,35.0,0,87.10123036753083
Maruti Suzuki,Ignis,Base,Hatchback,0,Hybrid,116397,2,West Bengal,0,3,38799.0,1448370,957009.4,0,35.0,0,51.343344990742644
Renault,Kwid,RXT,Hatchback,0,Petrol,124194,2,Assam,0,4,31048.5,1128600,699701.1,0,35.0,0,61.29743967468968
Maruti Suzuki,Alto,V,Hatchback,0,Petrol,24366,1,West Bengal,0,8,3045.75,1232000,875452.8,0,28.509021581331655,0,40.727173687616656
Hyundai,Creta,Asta,SUV,1,Petrol,37526,2,Karnataka,0,9,4169.555555555556,391314,882994.2,0,35.0,0,-55.683286986529566
Maruti Suzuki,Ertiga,V,MPV,0,Petrol,108946,2,Gujarat,0,5,21789.2,1089000,850692.4,0,19.609360845628828,0,28.013372636612615
Hyundai,Verna,SX,Sedan,0,Petrol,97768,3,Jharkhand,0,12,8147.333333333333,226719,377265.84,0,27.93329753298134,0,-39.904710761401915
Maruti Suzuki,Swift,V,Sedan,0,Petrol,68319,2,Maharashtra,0,15,4554.6,616040,509053.2,0,14.711776802301232,0,21.016824003287475
Volkswagen,Ameo,Highline,Sedan,0,Diesel,29528,1,Tamil Nadu,0,10,2952.8,1097250,841721.1,1,46.250531463137506,1,30.357902090196443
Maruti Suzuki,Celerio,ZX,Hatchback,0,Diesel,114965,2,Karnataka,0,8,14370.625,713512,629632.8,0,9.325344881069075,0,13.321921258670107
Hyundai,Aura,Magna,Sedan,0,Diesel,108973,1,Gujarat,0,5,21794.6,235125,887658.9,0,35.0,0,-73.5117840172555
Maruti Suzuki,Celerio,Base,Hatchback,0,Petrol,60523,2,Karnataka,0,3,20174.33333333333,926376,953650.4,0,2.001998111729364,0,-2.85999730247052
Maruti Suzuki,Alto,ZX,Hatchback,0,Diesel,116917,2,Delhi,0,25,4676.68,474368,504048.97,0,4.121956280661471,0,-5.88850897237353
Toyota,Innova,VX,MPV,0,Diesel,105146,2,Maharashtra,0,5,21029.2,871200,840713.75,1,27.5383639794163,1,3.6262342563089995
Ford,EcoSport,Titanium+,SUV,0,Petrol,93358,1,Rajasthan,0,8,11669.75,485981,686469.4,0,20.44400924658875,0,-29.205727495126787
Maruti Suzuki,Baleno,L,Hatchback,0,Diesel,91736,2,Gujarat,0,4,22934.0,646778,951661.1,0,22.425859572649877,0,-32.03694224664268
Tata,Altroz,XT,Hatchback,0,Petrol,64620,1,Tamil Nadu,0,6,10770.0,1244100,1.1292478e+06,0,7.119480645411956,0,10.170686636302795
Honda,WR-V,ZX,SUV,0,CNG,87660,2,Kerala,1,8,10957.5,547981,455389.0,0,14.232754853542795,0,20.332506933632565
Tata,Altroz,XZ,Hatchback,0,Petrol,48739,2,Uttar Pradesh,1,6,8123.166666666667,362210,747341.25,0,35.0,0,-51.53351966052991
Kia,Seltos,HTX,SUV,0,Electric,78131,1,Haryana,0,5,15626.2,954607,1.00940375e+06,1,43.80003789365752,1,-5.428625562367883
Maruti Suzuki,Dzire,ZX,Sedan,0,Diesel,175775,2,Maharashtra,0,13,13521.153846153846,204840,485792.8,0,35.0,0,-57.83387593862352
Mahindra,TUV300,AX3,SUV,0,Electric,148837,2,Andhra Pradesh,0,8,18604.625,659008,612850.25,0,5.272156615747485,0,7.531652308210693
Hyundai,i10,Sportz,Hatchback,0,Petrol,139323,2,Punjab,0,16,8707.6875,586245,398149.56,0,33.06968502571191,0,47.24240717958845
Maruti Suzuki,Celerio,Z,Hatchback,0,Petrol,140873,1,Tamil Nadu,0,7,20124.714285714286,970200,708511.6,0,25.85446110358457,0,36.934944433692245
Volkswagen,Vento,Highline,Sedan,0,Petrol,24222,2,Karnataka,0,8,3027.75,643720,763083.25,0,10.949562187349807,0,-15.64223169621401
Maruti Suzuki,S-Presso,Base,Hatchback,0,CNG,76753,2,Andhra Pradesh,0,3,25584.33333333333,760049,828027.75,0,5.746803171753602,0,-8.209718816790861
Toyota,Innova,ZX,MPV,0,Diesel,47864,2,Gujarat,1,17,2815.529411764706,527540,464059.0,0,9.57565740563161,0,13.67951057947373
Honda,Jazz,ZX,Sedan,1,Diesel,54454,1,Delhi,0,17,3203.176470588235,1009865,755530.75,0,23.564093850581195,0,33.662991215115994
Maruti Suzuki,Baleno,V,Hatchback,0,Diesel,169509,2,Karnataka,0,4,42377.25,871200,843830.4,0,2.2704489039044136,0,3.243498434149162
Maruti Suzuki,Ignis,Z,Hatchback,1,Diesel,75514,1,Kerala,0,3,25171.33333333333,763686,1.094638e+06,0,21.163745457402356,0,-30.233922082003367
Tata,Harrier,XT,SUV,0,Diesel,96977,2,Kerala,0,6,16162.833333333334,1069160,880694.06,0,14.97979399060613,0,21.3997057008659
Maruti Suzuki,Ignis,L,Hatchback,0,Petrol,107957,1,Kerala,1,5,21591.4,146925,552151.7,0,35.0,0,-73.3904643730714
Hyundai,i20,SX(O),Hatchback,0,Diesel,137347,3,Maharashtra,0,12,11445.583333333334,272250,382610.9,0,20.190912781906615,0,-28.844161117009453
Maruti Suzuki,WagonR,Base,Hatchback,0,Diesel,156763,3,Maharashtra,0,25,6270.52,476437,377607.12,0,18.320870534421193,0,26.172672192030277
Maruti Suzuki,Alto,L,Hatchback,1,Hybrid,108318,2,Maharashtra,0,15,7221.2,796938,512571.62,0,35.0,0,55.47836851093737
Toyota,Fortuner,VX,SUV,0,Petrol,69973,2,Karnataka,0,5,13994.6,1414828,994225.8,0,29.613144976559337,0,42.3044928236562
Maruti Suzuki,Dzire,V,Sedan,1,Petrol,178589,3,Maharashtra,0,12,14882.416666666666,142250,428345.8,0,35.0,0,-66.79085079184706
Hyundai,Venue,SX,SUV,0,Petrol,91197,1,Rajasthan,0,4,22799.25,1735650,996503.6,0,35.0,0,74.17397754072394
Maruti Suzuki,Baleno,ZX,Hatchback,0,Petrol,120087,1,Andhra Pradesh,0,4,30021.75,1385100,867145.2,0,35.0,0,59.73103696663253
Hyundai,Verna,Magna,Sedan,0,Diesel,42658,1,Telangana,0,14,3047.0,459800,654724.94,0,20.840424495057515,0,-29.772034992939307
Maruti Suzuki,S-Presso,V,Hatchback,0,Petrol,44807,1,Karnataka,0,6,7467.833333333333,1650000,1.2425164e+06,0,22.956521397957427,0,32.79503056851061
Tata,Altroz,XM,Hatchback,0,Diesel,145186,1,Rajasthan,0,3,48395.333333333336,712500,802315.7,0,7.836189947364079,0,-11.19455706766297
Mahindra,Bolero,AX7,SUV,0,Petrol,168518,1,Karnataka,0,6,28086.33333333333,1299375,983310.5,0,22.50002923796705,0,32.1428989113815
Audi,Q3,Premium Plus,Luxury,0,Petrol,63540,2,Delhi,0,6,10590.0,555825,1.0007544e+06,0,31.121578908910593,0,-44.45939844130085
Maruti Suzuki,S-Presso,Z,Hatchback,0,Diesel,154676,1,Delhi,1,4,38669.0,311323,683749.8,0,35.0,0,-54.468287331340214
Honda,Jazz,V,Sedan,0,Diesel,137932,2,Karnataka,0,11,12539.272727272728,289674,553842.06,0,33.38815454270412,0,-47.69736363243447
Maruti Suzuki,Alto,Base,Hatchback,0,Petrol,55165,1,Telangana,0,8,6895.625,937860,788613.75,0,13.24759744551753,0,18.925139207882186
Honda,WR-V,S,SUV,0,Diesel,30344,1,Karnataka,0,7,4334.857142857143,1617000,930531.8,0,35.0,0,73.7715979484581
Tata,Altroz,XZ,Hatchback,0,Diesel,112963,1,Tamil Nadu,0,4,28240.75,1155000,961934.06,0,14.049419967389916,0,20.070599953414167
Maruti Suzuki,S-Presso,ZX,Hatchback,0,Hybrid,44328,1,Karnataka,0,7,6332.571428571428,1571724,984377.06,0,35.0,0,59.66686545990094
Toyota,Urban Cruiser,G,SUV,0,Petrol,171486,1,Delhi,0,6,28581.0,519750,1.01017056e+06,0,33.98380496263966,0,-48.54829280377095
Hyundai,Verna,SX,Sedan,0,Petrol,88414,1,Delhi,0,11,8037.636363636364,1209169,730626.2,0,35.0,0,65.49762665056404
Jaguar,XF,Portfolio,Sedan,0,Petrol,104600,1,Uttar Pradesh,0,7,14942.857142857143,805481,565862.8,0,29.64194280747155,0,42.34563258210222
Mahindra,Bolero,W8,SUV,1,Diesel,172052,3,Tamil Nadu,0,12,14337.666666666666,510979,486109.3,0,3.5812482506185273,0,5.116068929455039
Hyundai,Grand i10,Sportz,Hatchback,0,Petrol,161377,1,Gujarat,0,6,26896.166666666668,990000,967377.94,0,1.6369448936290216,0,2.3384927051843167
Maruti Suzuki,Ertiga,V,MPV,1,Petrol,55300,2,Maharashtra,0,12,4608.333333333333,458556,590560.75,0,15.64670950448366,0,-22.352442149262373
Mahindra,Bolero,W11,SUV,0,Petrol,14468,1,Tamil Nadu,0,3,4822.666666666667,1617000,1.3044689e+06,0,16.770947294545454,0,23.958496135064934
Hyundai,Verna,Base,Sedan,0,Petrol,78090,1,Maharashtra,0,7,11155.714285714286,827326,741506.56,0,8.101560968990075,0,11.573658527128678
Maruti Suzuki,Celerio,V,Hatchback,0,Petrol,179855,1,Delhi,0,6,29975.83333333333,1237500,963881.7,0,19.870988445353152,0,28.387126350504506
Maruti Suzuki,Ignis,ZX,Hatchback,0,Petrol,92690,1,Karnataka,0,6,15448.333333333334,1446984,1.1759989e+06,0,16.13008239484923,0,23.042974849784613
Mahindra,XUV500,W11,SUV,0,Petrol,33918,1,Gujarat,0,10,3391.8,889350,880568.5,0,0.6980774352023721,0,0.9972534788605316
Mahindra,TUV300,W11,SUV,0,CNG,43918,1,Andhra Pradesh,1,11,3992.5454545454554,723173,507711.72,0,29.70640450181651,0,42.43772071688073
Honda,Brio,VX,Hatchback,0,Petrol,131657,3,Kerala,0,15,8777.133333333333,205734,335903.47,0,27.126432621872112,0,-38.75204660267445
Maruti Suzuki,Baleno,L,Hatchback,0,Petrol,25913,1,Uttar Pradesh,0,4,6478.25,1003200,982960.2,0,1.4413471603599408,0,2.059067371942773
Hyundai,i10,SX,Hatchback,0,Petrol,167909,2,Kerala,0,17,9877.0,413820,390067.12,0,4.262602878927569,0,6.089432684182242
Maruti Suzuki,S-Presso,L,Hatchback,0,Petrol,126983,2,Delhi,0,6,21163.83333333333,1045440,831620.06,0,17.99787703534389,0,25.71125290763413
Mahindra,Bolero,W11,SUV,0,Petrol,14741,2,Tamil Nadu,0,19,775.8421052631579,1006236,606044.6,0,35.0,0,66.03331809105642
Mahindra,Bolero,W10,SUV,0,Petrol,21472,1,Karnataka,0,26,825.8461538461538,444675,749874.3,0,28.490043623143844,0,-40.70006231877692
Maruti Suzuki,Ignis,Z,Hatchback,0,Petrol,114208,1,Maharashtra,1,8,14276.0,795433,481041.12,0,35.0,0,65.35654825769835
Maruti Suzuki,Swift,V,Sedan,0,Petrol,91213,2,Uttar Pradesh,0,9,10134.777777777776,532034,568491.8,0,4.48915326287131,0,-6.4130760898161565
Maruti Suzuki,Baleno,Z,Hatchback,0,Petrol,161407,1,Karnataka,1,9,17934.11111111111,319565,499501.88,0,25.21628422315732,0,-36.02326317593903
Mahindra,TUV300,W10,SUV,0,Petrol,52609,2,Kerala,0,11,4782.636363636364,908786,608796.2,0,34.49313137329724,0,49.2759019618532
Maruti Suzuki,Ignis,L,Hatchback,0,Diesel,21788,1,Odisha,0,4,5447.0,456000,958491.25,0,35.0,0,-52.42523079892487
Maruti Suzuki,Ignis,ZX,Hatchback,0,Petrol,78717,2,Kerala,0,4,19679.25,1021157,909088.94,0,8.6292595272066,0,12.327513610295142
Maruti Suzuki,Ignis,Z,Hatchback,0,Petrol,88684,2,Karnataka,0,8,11085.5,618987,743070.06,0,11.68909206996884,0,-16.698702957098345
Maruti Suzuki,Ertiga,L,MPV,0,Petrol,65089,1,Bihar,0,12,5424.083333333333,261835,493214.1,0,32.83875454441026,0,-46.91250649201466
