Brand,Model Name,Model Variant,Car Type,Transmission,Fuel Type,Kilometers,Owner,State,Accidental,Car_Age,KM_Per_Year
Maruti Suzuki,Celerio,Z,Hatchback,0,Diesel,164452,1,Maharashtra,0,11,14950.181818181818
Mahindra,Thar,AX7,SUV,0,Diesel,74053,2,Telangana,0,8,9256.625
Maruti Suzuki,Alto,ZX,Hatchback,0,Petrol,23670,1,Andhra Pradesh,0,20,1183.5
Honda,WR-V,VX,SUV,0,CNG,67391,1,Uttar Pradesh,0,4,16847.75
Mahindra,Bolero,W10,SUV,0,Petrol,98093,1,Kerala,0,3,32697.666666666668
Maruti Suzuki,WagonR,V,Hatchback,0,Petrol,120668,2,Tamil Nadu,0,21,5746.0952380952385
Maruti Suzuki,Swift,L,Sedan,0,Diesel,117625,3,Delhi,0,14,8401.785714285714
Maruti Suzuki,Ignis,Z,Hatchback,0,Petrol,173117,2,Maharashtra,0,6,28852.833333333332
Maruti Suzuki,Dzire,L,Sedan,0,Diesel,144443,2,Karnataka,0,7,20634.714285714286
Maruti Suzuki,Swift,V,Sedan,0,Petrol,47344,2,Maharashtra,0,21,2254.4761904761904
Honda,Amaze,ZX,Sedan,0,Petrol,135940,3,Chandigarh,0,13,10456.923076923076
Maruti Suzuki,S-Presso,ZX,Hatchback,1,Diesel,21776,1,Uttar Pradesh,0,3,7258.666666666667
Hyundai,Venue,SX(O),SUV,0,Diesel,61661,1,Delhi,0,5,12332.2
Maruti Suzuki,Baleno,L,Hatchback,0,Diesel,50216,1,Maharashtra,0,6,8369.333333333334
Maruti Suzuki,S-Presso,Z,Hatchback,0,Petrol,179528,2,Gujarat,0,6,29921.333333333332
Honda,Brio,S,Hatchback,0,Petrol,131781,1,Delhi,0,8,16472.625
Maruti Suzuki,Ignis,Z,Hatchback,1,Diesel,19011,1,Andhra Pradesh,0,7,2715.8571428571427
Hyundai,Venue,SX(O),SUV,0,Petrol,161279,1,Delhi,0,7,23039.85714285714
BMW,X3,M Sport,Luxury,0,Petrol,121453,1,Gujarat,0,3,40484.333333333336
Tata,Tiago,XZ,Hatchback,0,Diesel,140299,2,Karnataka,0,9,15588.777777777777
Toyota,Innova,E,MPV,1,CNG,13720,2,Telangana,0,15,914.6666666666666
Maruti Suzuki,Celerio,Z,Hatchback,0,Petrol,176602,2,Karnataka,0,11,16054.727272727272
Hyundai,i20,Base,Hatchback,1,Petrol,177974,1,Maharashtra,0,9,19774.88888888889
Renault,Duster,RXE,SUV,0,Diesel,109953,1,Uttar Pradesh,0,11,9995.727272727272
Tata,Harrier,XZA,SUV,0,Petrol,86969,2,Maharashtra,0,4,21742.25
Toyota,Innova,E,MPV,1,Diesel,145861,3,Kerala,0,20,7293.05
Maruti Suzuki,Celerio,V,Hatchback,0,Diesel,167547,1,Gujarat,0,3,55849.0
Mahindra,Bolero,AX5,SUV,0,Petrol,21550,1,Karnataka,1,7,3078.5714285714284
Maruti Suzuki,Ertiga,L,MPV,0,Petrol,103255,1,Maharashtra,0,8,12906.875
Maruti Suzuki,Dzire,V,Sedan,1,Hybrid,143528,1,Maharashtra,0,5,28705.6
Hyundai,Aura,Magna,Sedan,0,Petrol,65067,2,Karnataka,0,5,13013.4
Nissan,Sunny,XL,Sedan,0,Petrol,111006,2,Andhra Pradesh,1,14,7929.0
Renault,Triber,RXL,MPV,0,Petrol,61482,2,Maharashtra,0,6,10247.0
Tata,Harrier,XZA,SUV,0,Petrol,103407,1,Delhi,0,3,34469.0
Maruti Suzuki,Ertiga,ZX,MPV,0,Diesel,172825,2,Maharashtra,0,10,17282.5
Mahindra,Scorpio,W10,SUV,0,CNG,88809,2,Tamil Nadu,1,16,5550.5625
Maruti Suzuki,Dzire,ZX,Sedan,0,Petrol,87447,3,Tamil Nadu,0,16,5465.4375
Volkswagen,Taigun,GT,SUV,1,Petrol,25636,1,Karnataka,0,5,5127.2
Maruti Suzuki,S-Presso,Z,Hatchback,0,Diesel,87729,2,Maharashtra,0,6,14621.5
Toyota,Urban Cruiser,G+,SUV,0,Petrol,122134,1,Karnataka,0,5,24426.8
Hyundai,i20,SX,Hatchback,1,Petrol,14983,1,Andhra Pradesh,0,4,3745.75
Tata,Tiago,XZA,Hatchback,1,Petrol,145836,1,Gujarat,0,10,14583.6
Maruti Suzuki,Baleno,ZX,Hatchback,0,Petrol,17953,1,Kerala,0,11,1632.090909090909
Maruti Suzuki,S-Presso,ZX,Hatchback,0,Diesel,154071,1,Maharashtra,0,3,51357.0
Maruti Suzuki,Celerio,Z,Hatchback,0,Diesel,119612,1,Kerala,1,6,19935.333333333332
Volkswagen,Vento,Highline+,Sedan,0,Petrol,124168,1,Maharashtra,0,11,11288.0
Hyundai,Creta,Base,SUV,1,CNG,171209,1,Karnataka,0,5,34241.8
Toyota,Glanza,G,Hatchback,0,Diesel,23713,1,Karnataka,0,4,5928.25
Honda,Amaze,E,Sedan,0,Diesel,40686,2,Delhi,0,3,13562.0
Honda,City,V,Sedan,0,Petrol,175659,1,Punjab,0,7,25094.14285714286
Hyundai,Venue,Asta,SUV,0,Petrol,115424,1,Madhya Pradesh,0,3,38474.666666666664
Toyota,Etios,V,Sedan,0,Electric,111312,1,Uttar Pradesh,0,10,11131.2
Toyota,Urban Cruiser,E,SUV,0,Petrol,69308,1,Karnataka,0,6,11551.333333333334
Toyota,Etios,E,Sedan,1,Petrol,53376,2,Gujarat,0,9,5930.666666666667
Hyundai,Aura,Asta,Sedan,0,Diesel,132301,1,Gujarat,1,3,44100.333333333336
Maruti Suzuki,Swift,L,Sedan,0,Petrol,61103,1,Maharashtra,0,14,4364.5
Maruti Suzuki,Swift,Base,Sedan,0,Diesel,85666,2,Tamil Nadu,0,13,6589.692307692308
Skoda,Kushaq,Style,SUV,0,Diesel,111078,1,West Bengal,0,3,37026.0
Maruti Suzuki,Alto,V,Hatchback,0,Petrol,21737,2,Delhi,0,10,2173.7
Tata,Tiago,XT,Hatchback,1,Petrol,119887,1,Maharashtra,0,3,39962.333333333336
Maruti Suzuki,S-Presso,ZX,Hatchback,1,Petrol,62365,1,Uttar Pradesh,0,7,8909.285714285714
Maruti Suzuki,S-Presso,Z,Hatchback,0,Petrol,115078,1,Tamil Nadu,0,6,19179.666666666668
Maruti Suzuki,S-Presso,L,Hatchback,0,CNG,86809,2,Maharashtra,0,5,17361.8
Maruti Suzuki,WagonR,Base,Hatchback,0,Petrol,38005,1,Gujarat,0,26,1461.7307692307693
Maruti Suzuki,Swift,ZX,Sedan,0,Diesel,64908,1,Uttar Pradesh,0,8,8113.5
Toyota,Etios,E,Sedan,1,Petrol,175876,1,Gujarat,0,11,15988.727272727272
Tata,Tiago,XT,Hatchback,0,Petrol,67280,1,Karnataka,0,9,7475.555555555556
Maruti Suzuki,Ertiga,L,MPV,0,Petrol,125233,2,Delhi,1,4,31308.25
Toyota,Fortuner,E,SUV,0,Petrol,73804,1,Karnataka,0,15,4920.266666666666
Honda,Brio,E,Hatchback,0,Petrol,96905,1,Tamil Nadu,0,9,10767.222222222223
Jaguar,F-Pace,Prestige,Luxury,0,Diesel,162814,2,Maharashtra,0,9,18090.444444444445
Maruti Suzuki,Baleno,Base,Hatchback,0,Petrol,175942,1,Tamil Nadu,0,8,21992.75
Maruti Suzuki,WagonR,ZX,Hatchback,0,Petrol,177311,1,Delhi,0,3,59103.666666666664
Honda,Amaze,E,Sedan,0,CNG,75624,1,Gujarat,0,3,25208.0
Honda,Amaze,E,Sedan,0,Diesel,117208,1,West Bengal,0,5,23441.6
Hyundai,i10,Sportz,Hatchback,1,Petrol,51695,2,Maharashtra,0,16,3230.9375
Maruti Suzuki,Baleno,ZX,Hatchback,0,Petrol,135560,2,Maharashtra,0,6,22593.333333333332
Toyota,Innova,VX,MPV,0,Diesel,34210,2,Telangana,0,20,1710.5
Nissan,Terrano,XV,SUV,0,Petrol,175381,1,Maharashtra,0,10,17538.1
Maruti Suzuki,Dzire,L,Sedan,0,Petrol,79604,2,Delhi,1,16,4975.25
Volkswagen,Taigun,Trendline,SUV,0,CNG,50740,1,Tamil Nadu,0,4,12685.0
Mahindra,Thar,W10,SUV,0,Diesel,96670,2,Telangana,1,11,8788.181818181818
Maruti Suzuki,WagonR,V,Hatchback,1,Petrol,12637,1,Karnataka,0,26,486.03846153846155
Maruti Suzuki,Alto,Base,Hatchback,0,Diesel,64084,1,Tamil Nadu,0,11,5825.818181818182
Maruti Suzuki,Ignis,Z,Hatchback,0,Petrol,176378,2,Delhi,0,4,44094.5
Honda,Amaze,ZX,Sedan,0,Petrol,102126,1,Tamil Nadu,0,5,20425.2
BMW,X1,M Sport,Luxury,0,Diesel,107920,1,Rajasthan,0,3,35973.333333333336
Volkswagen,Polo,Highline+,Hatchback,0,CNG,113910,1,Telangana,0,4,28477.5
Maruti Suzuki,Alto,Z,Hatchback,1,Petrol,98468,3,Maharashtra,0,16,6154.25
Mahindra,Thar,W11,SUV,0,Petrol,64666,2,Karnataka,0,13,4974.307692307692
Maruti Suzuki,Swift,Base,Sedan,0,Petrol,29659,2,Gujarat,1,19,1561.0
Hyundai,i10,Asta,Hatchback,1,Diesel,119388,2,Maharashtra,0,17,7022.823529411765
Hyundai,Venue,SX(O),SUV,1,CNG,165561,1,Punjab,0,5,33112.2
Hyundai,i10,Era,Hatchback,0,CNG,57002,1,West Bengal,0,15,3800.133333333333
Toyota,Innova,G+,MPV,0,CNG,131601,1,Maharashtra,0,8,16450.125
Maruti Suzuki,Baleno,Base,Hatchback,0,Diesel,16264,2,Gujarat,0,11,1478.5454545454545
Maruti Suzuki,Dzire,V,Sedan,1,Petrol,54883,2,Punjab,0,10,5488.3
Tata,Altroz,XZ,Hatchback,0,Petrol,138853,2,Maharashtra,0,3,46284.333333333336
Nissan,Sunny,XV Premium,Sedan,0,Petrol,119439,2,Karnataka,0,15,7962.6
Ford,Figo,Sports,Sedan,0,Petrol,100554,2,Delhi,0,7,14364.857142857143
Maruti Suzuki,Dzire,L,Sedan,0,Diesel,122996,1,Delhi,0,9,13666.222222222223
MG,Hector,Style,SUV,0,Diesel,136756,2,Gujarat,0,3,45585.333333333336
Tata,Harrier,XM,SUV,0,Hybrid,141653,1,Maharashtra,0,4,35413.25
Toyota,Fortuner,ZX,SUV,1,Diesel,18789,1,Other UTs,0,9,2087.6666666666665
Hyundai,i20,Era,Hatchback,0,Petrol,56451,1,Maharashtra,0,9,6272.333333333333
Renault,Kwid,RXL,Hatchback,1,CNG,37681,2,Delhi,0,8,4710.125
Honda,Brio,VX,Hatchback,1,Diesel,60025,1,Gujarat,0,10,6002.5
Maruti Suzuki,Ignis,Z,Hatchback,0,Hybrid,75462,2,Karnataka,0,6,12577.0
Hyundai,Creta,Magna,SUV,0,Petrol,134363,2,West Bengal,0,8,16795.375
Honda,Brio,S,Hatchback,0,Diesel,146436,1,Maharashtra,0,7,20919.428571428572
Maruti Suzuki,Celerio,ZX,Hatchback,1,Diesel,153373,1,Maharashtra,0,10,15337.3
Maruti Suzuki,Ignis,V,Hatchback,0,Petrol,73588,1,Delhi,1,5,14717.6
Jaguar,XF,Prestige,Sedan,0,Diesel,17675,1,Uttar Pradesh,0,4,4418.75
Honda,Amaze,VX,Sedan,0,Petrol,156066,1,Maharashtra,0,5,31213.2
Mahindra,Thar,W11,SUV,0,CNG,177087,1,West Bengal,0,9,19676.333333333332
Maruti Suzuki,Swift,Base,Sedan,0,CNG,83376,2,Maharashtra,0,20,4168.8
Maruti Suzuki,Ignis,V,Hatchback,0,Petrol,131007,2,Maharashtra,0,7,18715.285714285714
Volkswagen,Vento,Trendline,Sedan,0,CNG,83087,3,Jharkhand,0,16,5192.9375
Honda,WR-V,E,SUV,1,Petrol,34922,2,Madhya Pradesh,0,9,3880.222222222222
Maruti Suzuki,Baleno,V,Hatchback,0,Petrol,92211,2,Kerala,0,10,9221.1
Maruti Suzuki,Baleno,ZX,Hatchback,1,Petrol,130190,1,Assam,0,6,21698.333333333332
Hyundai,Creta,Base,SUV,0,Diesel,130743,1,Telangana,0,10,13074.3
Kia,Sonet,HTK,SUV,0,Diesel,147833,1,Kerala,0,5,29566.6
Maruti Suzuki,Baleno,ZX,Hatchback,1,Diesel,25253,1,Karnataka,0,3,8417.666666666666
Maruti Suzuki,Swift,V,Sedan,0,Petrol,175607,2,Telangana,0,7,25086.714285714286
Maruti Suzuki,Celerio,Base,Hatchback,0,Petrol,122765,1,Tamil Nadu,0,9,13640.555555555555
Maruti Suzuki,WagonR,V,Hatchback,0,Petrol,159080,2,Bihar,0,9,17675.555555555555
Maruti Suzuki,S-Presso,Z,Hatchback,0,Diesel,12407,1,Gujarat,0,7,1772.4285714285713
Hyundai,Aura,SX(O),Sedan,0,Petrol,71047,1,Delhi,0,6,11841.166666666666
Chevrolet,Cruze,Base,Sedan,0,Petrol,105916,2,Telangana,0,16,6619.75
Maruti Suzuki,Alto,Base,Hatchback,1,Electric,89583,1,Karnataka,0,8,11197.875
Maruti Suzuki,Ignis,Z,Hatchback,0,Petrol,113572,2,Maharashtra,0,8,14196.5
Hyundai,Creta,Era,SUV,0,Petrol,158886,1,Maharashtra,0,8,19860.75
Maruti Suzuki,Dzire,ZX,Sedan,0,Petrol,139564,1,Andhra Pradesh,0,8,17445.5
Maruti Suzuki,Ignis,Base,Hatchback,0,CNG,92860,1,Gujarat,1,6,15476.666666666666
Hyundai,i10,Asta,Hatchback,0,Petrol,13789,2,Punjab,0,14,984.9285714285714
Mahindra,Thar,W11,SUV,0,Petrol,38418,1,Karnataka,0,7,5488.285714285715
MG,Hector,Style,SUV,1,Petrol,153486,1,Gujarat,0,7,21926.571428571428
Tata,Tigor,XZA+,Sedan,1,Diesel,105401,1,Maharashtra,0,4,26350.25
Hyundai,Creta,SX,SUV,0,Petrol,27887,1,Karnataka,0,5,5577.4
Hyundai,Aura,Era,Sedan,0,Petrol,47252,2,Uttar Pradesh,0,6,7875.333333333333
Maruti Suzuki,Ertiga,L,MPV,0,Petrol,102637,2,Delhi,0,11,9330.636363636364
Toyota,Glanza,V,Hatchback,1,CNG,154764,1,Maharashtra,0,3,51588.0
Mahindra,Scorpio,W8(O),SUV,0,Electric,177565,3,Punjab,0,20,8878.25
Maruti Suzuki,Dzire,V,Sedan,0,Diesel,117186,2,Delhi,0,8,14648.25
Toyota,Etios,G+,Sedan,0,Petrol,179119,2,Karnataka,0,9,19902.11111111111
Nissan,Magnite,XL,SUV,0,Diesel,21652,1,Gujarat,0,4,5413.0
Nissan,Micra,XV,Hatchback,0,Diesel,38425,1,Karnataka,0,11,3493.181818181818
Maruti Suzuki,Alto,Z,Hatchback,0,Petrol,32836,1,Tamil Nadu,0,26,1262.923076923077
Nissan,Terrano,XV,SUV,0,Petrol,122516,1,Gujarat,1,8,15314.5
Toyota,Innova,G+,MPV,0,Petrol,121181,1,Delhi,0,6,20196.833333333332
Maruti Suzuki,Celerio,Z,Hatchback,0,Petrol,62994,1,Kerala,1,8,7874.25
Hyundai,Verna,Magna,Sedan,0,Petrol,133374,3,Tamil Nadu,0,12,11114.5
Mahindra,Bolero,W6,SUV,0,Petrol,154186,2,Punjab,0,4,38546.5
Nissan,Terrano,XV Premium (O),SUV,0,Diesel,56885,1,Karnataka,0,9,6320.555555555556
Toyota,Innova,E,MPV,1,Petrol,99230,2,Delhi,0,17,5837.058823529412
Maruti Suzuki,Ignis,Z,Hatchback,0,Diesel,17864,1,Telangana,0,9,1984.888888888889
Ford,Figo,Sports,Sedan,0,Petrol,77628,2,Delhi,0,11,7057.090909090909
Hyundai,i20,Base,Hatchback,0,Diesel,148963,2,Maharashtra,0,9,16551.444444444445
Maruti Suzuki,Swift,L,Sedan,0,Petrol,140005,3,Gujarat,0,14,10000.357142857143
Maruti Suzuki,S-Presso,L,Hatchback,0,CNG,61117,1,Maharashtra,0,7,8731.0
Maruti Suzuki,Dzire,Base,Sedan,0,Petrol,41172,1,Telangana,0,5,8234.4
Maruti Suzuki,Dzire,L,Sedan,0,Diesel,140243,2,Goa,0,15,9349.533333333333
Hyundai,i20,SX(O),Hatchback,0,CNG,148314,3,Maharashtra,0,17,8724.35294117647
Tata,Nexon,XE,SUV,0,Diesel,56290,2,Delhi,0,9,6254.444444444444
Hyundai,Venue,Era,SUV,1,Petrol,42305,1,Maharashtra,0,5,8461.0
Honda,Brio,S,Hatchback,0,Petrol,79143,1,Gujarat,0,15,5276.2
Maruti Suzuki,Dzire,Z,Sedan,1,Diesel,30760,1,Delhi,0,7,4394.285714285715
Maruti Suzuki,Celerio,ZX,Hatchback,0,Petrol,75912,2,Karnataka,0,3,25304.0
Tata,Altroz,XM,Hatchback,0,Petrol,27773,1,Tamil Nadu,0,4,6943.25
Hyundai,Aura,Sportz,Sedan,0,Petrol,140633,2,Bihar,0,3,46877.666666666664
Honda,Jazz,S,Sedan,1,Diesel,93470,2,Delhi,0,13,7190.0
Maruti Suzuki,Ignis,L,Hatchback,0,Diesel,140673,1,Maharashtra,0,3,46891.0
Nissan,Magnite,XL,SUV,0,Petrol,171309,1,Telangana,0,6,28551.5
Maruti Suzuki,Ertiga,Z,MPV,0,CNG,28233,2,Delhi,0,8,3529.125
Honda,Amaze,S,Sedan,0,Petrol,23953,1,Haryana,0,5,4790.6
Toyota,Glanza,E,Hatchback,1,Diesel,45952,1,Delhi,0,7,6564.571428571428
Maruti Suzuki,Ignis,ZX,Hatchback,0,Petrol,12801,1,Maharashtra,0,7,1828.7142857142858
Honda,Amaze,E,Sedan,0,Petrol,136508,1,Maharashtra,0,3,45502.666666666664
Maruti Suzuki,Swift,Base,Sedan,1,Petrol,171649,2,Gujarat,0,12,14304.083333333334
Mahindra,TUV300,W4,SUV,0,CNG,147086,1,Telangana,0,8,18385.75
Skoda,Kushaq,Monte Carlo,SUV,0,CNG,175207,2,Karnataka,0,3,58402.333333333336
Ford,Endeavour,Trend+,SUV,0,Petrol,110190,2,West Bengal,0,20,5509.5
Ford,Endeavour,Titanium,SUV,0,Petrol,62192,2,Karnataka,0,15,4146.133333333333
Toyota,Fortuner,G+,SUV,0,Petrol,172292,2,Karnataka,0,14,12306.57142857143
Skoda,Rapid,Active,Sedan,1,Petrol,28393,1,Delhi,0,6,4732.166666666667
Honda,Brio,E,Hatchback,0,Petrol,101141,1,Delhi,0,9,11237.888888888889
Maruti Suzuki,Ertiga,ZX,MPV,1,Petrol,179731,1,Gujarat,0,10,17973.1
Tata,Tiago,XM,Hatchback,0,CNG,73373,2,Maharashtra,0,10,7337.3
Maruti Suzuki,Swift,Base,Sedan,0,Diesel,84781,1,Gujarat,0,6,14130.166666666666
Maruti Suzuki,Swift,Z,Sedan,0,Petrol,152530,3,Maharashtra,0,16,9533.125
Maruti Suzuki,Alto,Z,Hatchback,0,Petrol,10482,1,Rajasthan,0,26,403.15384615384613
Honda,Amaze,E,Sedan,0,Diesel,109852,1,Madhya Pradesh,0,4,27463.0
Tata,Altroz,XM,Hatchback,1,CNG,68715,1,Gujarat,0,6,11452.5
Honda,Jazz,S,Sedan,0,Diesel,26353,2,Haryana,0,15,1756.8666666666666
Maruti Suzuki,Ignis,Base,Hatchback,1,Diesel,35049,1,Delhi,0,3,11683.0
Maruti Suzuki,S-Presso,V,Hatchback,0,Petrol,24551,1,Delhi,0,5,4910.2
Maruti Suzuki,Ertiga,ZX,MPV,0,Petrol,168261,3,Delhi,1,14,12018.642857142857
Tata,Altroz,XM,Hatchback,0,Diesel,53986,1,Karnataka,0,4,13496.5
Toyota,Innova,G,MPV,0,Diesel,172747,1,Maharashtra,0,11,15704.272727272728
Ford,EcoSport,Trend,SUV,1,Petrol,47438,1,Karnataka,0,9,5270.888888888889
Volkswagen,Polo,Comfortline,Hatchback,1,Diesel,127251,2,Maharashtra,0,13,9788.538461538461
Maruti Suzuki,S-Presso,V,Hatchback,0,CNG,128557,1,Madhya Pradesh,0,7,18365.285714285714
Maruti Suzuki,WagonR,ZX,Hatchback,0,Diesel,80066,3,Jammu & Kashmir,0,16,5004.125
Maruti Suzuki,Dzire,L,Sedan,0,Diesel,165115,2,Maharashtra,0,7,23587.85714285714
Maruti Suzuki,Swift,Z,Sedan,0,Petrol,159514,1,Bihar,0,9,17723.777777777777
Honda,Jazz,S,Sedan,0,Petrol,48618,1,Bihar,0,17,2859.8823529411766
Honda,Brio,S,Hatchback,0,Petrol,150051,2,Maharashtra,0,12,12504.25
Tata,Altroz,XZA,Hatchback,0,Diesel,78722,1,Gujarat,0,5,15744.4
Toyota,Etios,E,Sedan,0,Diesel,40888,1,Delhi,0,13,3145.230769230769
Volkswagen,Ameo,Trendline,Sedan,1,Petrol,52792,1,Andhra Pradesh,0,6,8798.666666666666
Toyota,Urban Cruiser,G+,SUV,0,Petrol,19603,1,Maharashtra,0,6,3267.1666666666665
Kia,Carens,HTE,MPV,0,Petrol,120449,2,Maharashtra,0,3,40149.666666666664
Maruti Suzuki,Ertiga,V,MPV,0,Petrol,25094,1,Tamil Nadu,0,9,2788.222222222222
Toyota,Fortuner,V,SUV,0,Petrol,102408,1,Chhattisgarh,0,3,34136.0
Honda,Brio,V,Hatchback,0,Diesel,26951,2,North East,0,10,2695.1
Toyota,Etios,ZX,Sedan,1,Petrol,81941,3,Delhi,0,13,6303.153846153846
Nissan,Sunny,XL,Sedan,0,Petrol,172912,1,Maharashtra,0,6,28818.666666666668
Tata,Harrier,XZ,SUV,0,Diesel,62330,1,Uttar Pradesh,0,6,10388.333333333334
Mahindra,TUV300,AX3,SUV,0,Petrol,17833,1,Tamil Nadu,0,8,2229.125
Hyundai,Grand i10,Sportz,Hatchback,0,Petrol,166866,1,Kerala,0,11,15169.636363636364
Honda,City,ZX,Sedan,0,CNG,76254,1,Tamil Nadu,0,15,5083.6
BMW,3 Series,Sport,Luxury,0,Diesel,83099,3,Puducherry,0,20,4154.95
Maruti Suzuki,Alto,L,Hatchback,0,Petrol,49631,2,Delhi,0,14,3545.0714285714284
Hyundai,Creta,SX,SUV,0,Petrol,116992,2,Gujarat,0,11,10635.636363636364
Hyundai,Creta,Sportz,SUV,0,Petrol,174613,2,Telangana,0,3,58204.333333333336
Maruti Suzuki,Baleno,L,Hatchback,0,Petrol,164843,1,Telangana,0,6,27473.833333333332
Tata,Tiago,XM,Hatchback,1,CNG,54414,2,Rajasthan,0,8,6801.75
Maruti Suzuki,Baleno,Z,Hatchback,0,CNG,49243,1,Delhi,0,8,6155.375
Ford,Endeavour,Trend,SUV,1,Petrol,118486,2,Delhi,0,19,6236.105263157895
Maruti Suzuki,Dzire,ZX,Sedan,0,Petrol,13303,1,Odisha,0,6,2217.1666666666665
Mahindra,Bolero,AX5,SUV,0,Electric,137884,2,Uttar Pradesh,0,24,5745.166666666667
Maruti Suzuki,Celerio,V,Hatchback,0,CNG,89055,2,Uttar Pradesh,0,7,12722.142857142857
Volkswagen,Ameo,Highline+,Sedan,1,Petrol,169938,1,Karnataka,0,7,24276.85714285714
Toyota,Glanza,V,Hatchback,0,Electric,106477,1,West Bengal,0,6,17746.166666666668
Mahindra,XUV500,W8,SUV,1,Diesel,73412,2,Gujarat,0,12,6117.666666666667
Maruti Suzuki,Ignis,ZX,Hatchback,0,Diesel,178954,1,Maharashtra,1,3,59651.333333333336
Mahindra,Thar,W6,SUV,1,CNG,60996,1,Delhi,0,13,4692.0
Mahindra,Thar,W11,SUV,0,Petrol,50565,1,Karnataka,0,5,10113.0
Skoda,Rapid,L&K,Sedan,0,Petrol,144919,2,Delhi,0,15,9661.266666666666
Honda,WR-V,VX,SUV,0,Petrol,40122,1,Other UTs,0,9,4458.0
BMW,X3,Sport,Luxury,0,Petrol,15931,1,Madhya Pradesh,0,15,1062.0666666666666
Mahindra,Bolero,AX3,SUV,0,Petrol,81054,2,Telangana,0,22,3684.2727272727275
Tata,Tigor,XZA,Sedan,1,Petrol,83377,2,West Bengal,0,6,13896.166666666666
Renault,Kiger,RXZ,SUV,0,CNG,15995,1,Maharashtra,0,3,5331.666666666667
Maruti Suzuki,Celerio,Z,Hatchback,0,Petrol,32320,1,Assam,0,11,2938.181818181818
Maruti Suzuki,Ertiga,ZX,MPV,0,Petrol,75678,1,West Bengal,0,13,5821.384615384615
Maruti Suzuki,Celerio,Base,Hatchback,1,Diesel,160669,2,Andhra Pradesh,0,4,40167.25
Honda,City,E,Sedan,1,Petrol,40979,1,Maharashtra,0,13,3152.230769230769
Maruti Suzuki,Baleno,L,Hatchback,0,Petrol,69622,1,Karnataka,0,10,6962.2
Mahindra,Scorpio,AX5,SUV,0,Petrol,100504,2,West Bengal,0,12,8375.333333333334
Tata,Altroz,XZA+,Hatchback,1,Petrol,168571,1,Maharashtra,0,3,56190.333333333336
Mahindra,TUV300,W6,SUV,0,Electric,86529,1,Gujarat,1,8,10816.125
Hyundai,i10,SX(O),Hatchback,0,Petrol,142598,2,Andhra Pradesh,0,15,9506.533333333333
Ford,EcoSport,Ambiente,SUV,0,Petrol,20870,2,Maharashtra,0,13,1605.3846153846155
Maruti Suzuki,S-Presso,L,Hatchback,0,Petrol,71140,2,Delhi,0,4,17785.0
Honda,Amaze,V,Sedan,0,CNG,38364,1,Madhya Pradesh,0,8,4795.5
Maruti Suzuki,Dzire,V,Sedan,0,Petrol,87297,2,Gujarat,0,15,5819.8
Mahindra,Scorpio,W4,SUV,0,Petrol,93364,3,Delhi,1,19,4913.894736842105
Maruti Suzuki,Ertiga,V,MPV,0,Petrol,30838,1,Telangana,0,5,6167.6
Hyundai,i20,Sportz,Hatchback,1,Hybrid,171820,1,Tamil Nadu,0,10,17182.0
Maruti Suzuki,Celerio,Base,Hatchback,0,Diesel,51702,1,Karnataka,0,7,7386.0
Maruti Suzuki,Dzire,V,Sedan,0,Diesel,157611,1,Karnataka,0,11,14328.272727272728
Kia,Carens,HTE,MPV,0,Petrol,156854,1,Kerala,0,3,52284.666666666664
Maruti Suzuki,Baleno,Base,Hatchback,0,Petrol,54038,1,Maharashtra,0,4,13509.5
Mahindra,Thar,W6,SUV,0,Diesel,130094,1,Uttar Pradesh,0,9,14454.888888888889
Toyota,Glanza,V,Hatchback,0,Petrol,137011,1,Karnataka,0,7,19573.0
Maruti Suzuki,Dzire,V,Sedan,0,Petrol,178474,1,Maharashtra,0,7,25496.285714285714
Maruti Suzuki,S-Presso,Base,Hatchback,0,Petrol,167498,1,Maharashtra,0,6,27916.333333333332
Maruti Suzuki,Dzire,Z,Sedan,0,Petrol,166738,3,Maharashtra,0,12,13894.833333333334
Hyundai,Verna,Magna,Sedan,0,Petrol,15523,2,Punjab,0,15,1034.8666666666666
Ford,Aspire,Titanium,Sedan,0,Petrol,16217,1,Karnataka,0,9,1801.888888888889
Tata,Tiago,XZA,Hatchback,0,Petrol,74483,1,Tamil Nadu,0,4,18620.75
Hyundai,Creta,Era,SUV,0,Petrol,125108,1,Karnataka,0,3,41702.666666666664
Hyundai,i20,Base,Hatchback,0,Diesel,73033,1,Andhra Pradesh,0,7,10433.285714285714
Maruti Suzuki,S-Presso,V,Hatchback,0,Petrol,68129,1,Uttar Pradesh,0,7,9732.714285714286
BMW,5 Series,Luxury Line,Luxury,1,Petrol,154991,2,Karnataka,0,23,6738.739130434783
Jaguar,XF,Pure,Sedan,0,Petrol,141891,2,Gujarat,0,13,10914.692307692309
Maruti Suzuki,Ertiga,V,MPV,0,Petrol,153181,1,Tamil Nadu,0,4,38295.25
Toyota,Fortuner,G,SUV,0,Petrol,103255,3,Tamil Nadu,0,13,7942.692307692308
Toyota,Innova,V,MPV,0,Petrol,155326,1,Karnataka,0,3,51775.333333333336
Maruti Suzuki,Ignis,V,Hatchback,0,Petrol,86087,1,Maharashtra,0,5,17217.4
Hyundai,Aura,Sportz,Sedan,1,Diesel,82289,1,Karnataka,0,3,27429.666666666668
